"StateFips","State","abbr","year","FFSpop","H0","H1","H2","Bene","BeneH","BeneM","newH0","newH1","newH2","newBene","newBeneH","newBeneM","NPIH0"
"55","Wisconsin","WI",2014,613036,60.51,14.88,45.63,22.49,6.74,15.75,2.89,1,1.89,2.89,1,1.89,2.37
"55","Wisconsin","WI",2015,601376,63.3,13.4,49.9,24.53,5.77,18.76,2.79,0.59,2.2,2.79,0.59,2.2,2.68
"55","Wisconsin","WI",2016,606310,70.12,13.21,56.91,28.2,5.82,22.38,3.03,0.56,2.47,3.02,0.56,2.46,2.75
"55","Wisconsin","WI",2017,609811,82.53,14.98,67.55,30.22,6.17,24.04,3.07,0.48,2.58,3.07,0.48,2.58,2.87
"55","Wisconsin","WI",2018,608399,85.69,13.76,71.93,33.33,6.39,26.95,3.89,0.75,3.14,3.89,0.75,3.14,2.83
"55","Wisconsin","WI",2019,595978,100.27,13.92,86.35,35.11,5.34,29.77,4.27,0.52,3.74,4.26,0.52,3.74,3.15
"56","Wyoming","WY",2012,77609,4.93,4.01,0.93,1.66,1.47,0.19,0.011,0.011,0.011,0.011,0.011,0.011,0.64
"56","Wyoming","WY",2013,81559,9.87,8.25,1.62,2.23,1.72,0.51,0.13,0.13,0.011,0.13,0.13,0.011,1.1
"56","Wyoming","WY",2014,84308,24.11,17.52,6.59,6.08,3.9,2.18,1.1,0.71,0.39,1.1,0.71,0.39,1.3
"56","Wyoming","WY",2015,86821,18.3,11.56,6.74,6.3,3.73,2.57,0.58,0.37,0.21,0.58,0.37,0.21,0.92
"56","Wyoming","WY",2016,89725,19.48,10.86,8.63,7.23,4,3.23,0.43,0.43,0.011,0.43,0.43,0.011,1.11
"56","Wyoming","WY",2017,92766,16.4,8.19,8.2,6.04,3.34,2.69,0.24,0.24,0.011,0.24,0.24,0.011,0.86
"56","Wyoming","WY",2018,96147,21.87,10.54,11.34,8.33,4.33,4,0.25,0.25,0.011,0.25,0.25,0.011,1.56
"56","Wyoming","WY",2019,98890,25.72,13.42,12.3,10.26,5.59,4.67,0.28,0.28,0.011,0.28,0.28,0.011,1.82
